BlockName, Block Offset (Doubles), Block Direction (Read or Write), Channel Relative Offset (Doubles), Channel Name, Channel Unit, Channel Default Value (for Write Channels Only)
DMA Block 9,900,Read,12,A_R_Data Channel 412,,
DMA Block 9,900,Read,13,A_R_Data Channel 413,,
DMA Block 9,900,Read,14,A_R_Data Channel 414,,
DMA Block 9,900,Read,15,A_R_Data Channel 415,,
DMA Block 9,900,Read,16,A_R_Data Channel 416,,
DMA Block 9,900,Read,17,A_R_Data Channel 417,,
DMA Block 9,900,Read,18,A_R_Data Channel 418,,
DMA Block 9,900,Read,19,A_R_Data Channel 419,,
DMA Block 9,900,Read,20,A_R_Data Channel 420,,
DMA Block 9,900,Read,21,A_R_Data Channel 421,,
DMA Block 9,900,Read,22,A_R_Data Channel 422,,
DMA Block 9,900,Read,23,A_R_Data Channel 423,,
DMA Block 9,900,Read,24,A_R_Data Channel 424,,
DMA Block 9,900,Read,25,A_R_Data Channel 425,,
DMA Block 9,900,Read,26,A_R_Data Channel 426,,
DMA Block 9,900,Read,27,A_R_Data Channel 427,,
DMA Block 9,900,Read,28,A_R_Data Channel 428,,
DMA Block 9,900,Read,29,A_R_Data Channel 429,,
DMA Block 9,900,Read,30,A_R_Data Channel 430,,
DMA Block 9,900,Read,31,A_R_Data Channel 431,,
DMA Block 9,900,Read,32,A_R_Data Channel 432,,
DMA Block 9,900,Read,33,A_R_Data Channel 433,,
DMA Block 9,900,Read,34,A_R_Data Channel 434,,
DMA Block 9,900,Read,35,A_R_Data Channel 435,,
DMA Block 9,900,Read,36,A_R_Data Channel 436,,
DMA Block 9,900,Read,37,A_R_Data Channel 437,,
DMA Block 9,900,Read,38,A_R_Data Channel 438,,
DMA Block 9,900,Read,39,A_R_Data Channel 439,,
DMA Block 9,900,Read,40,A_R_Data Channel 440,,
DMA Block 9,900,Read,41,A_R_Data Channel 441,,
DMA Block 9,900,Read,42,A_R_Data Channel 442,,
DMA Block 9,900,Read,43,A_R_Data Channel 443,,
DMA Block 9,900,Read,44,A_R_Data Channel 444,,
DMA Block 9,900,Read,45,A_R_Data Channel 445,,
DMA Block 9,900,Read,46,A_R_Data Channel 446,,
DMA Block 9,900,Read,47,A_R_Data Channel 447,,
DMA Block 9,900,Read,48,A_R_Data Channel 448,,
DMA Block 9,900,Read,49,A_R_Data Channel 449,,
DMA Block 9,900,Read,50,A_R_Data Channel 450,,
DMA Block 9,900,Read,51,A_R_Data Channel 451,,
DMA Block 9,900,Read,52,A_R_Data Channel 452,,
DMA Block 9,900,Read,53,A_R_Data Channel 453,,
DMA Block 9,900,Read,54,A_R_Data Channel 454,,
DMA Block 9,900,Read,55,A_R_Data Channel 455,,
DMA Block 9,900,Read,56,A_R_Data Channel 456,,
DMA Block 9,900,Read,57,A_R_Data Channel 457,,
DMA Block 9,900,Read,58,A_R_Data Channel 458,,
DMA Block 9,900,Read,59,A_R_Data Channel 459,,
DMA Block 9,900,Read,60,A_R_Data Channel 460,,
DMA Block 9,900,Read,61,A_R_Data Channel 461,,
DMA Block 9,900,Read,62,A_R_Data Channel 462,,
DMA Block 9,900,Read,63,A_R_Data Channel 463,,
DMA Block 9,900,Read,64,A_R_Data Channel 464,,
DMA Block 9,900,Read,65,A_R_Data Channel 465,,
DMA Block 9,900,Read,66,A_R_Data Channel 466,,
DMA Block 9,900,Read,67,A_R_Data Channel 467,,
DMA Block 9,900,Read,68,A_R_Data Channel 468,,
DMA Block 9,900,Read,69,A_R_Data Channel 469,,
DMA Block 9,900,Read,70,A_R_Data Channel 470,,
DMA Block 9,900,Read,71,A_R_Data Channel 471,,
DMA Block 9,900,Read,72,A_R_Data Channel 472,,
DMA Block 9,900,Read,73,A_R_Data Channel 473,,
DMA Block 9,900,Read,74,A_R_Data Channel 474,,
DMA Block 9,900,Read,75,A_R_Data Channel 475,,
DMA Block 9,900,Read,76,A_R_Data Channel 476,,
DMA Block 9,900,Read,77,A_R_Data Channel 477,,
DMA Block 9,900,Read,78,A_R_Data Channel 478,,
DMA Block 9,900,Read,79,A_R_Data Channel 479,,
DMA Block 9,900,Read,80,A_R_Data Channel 480,,
DMA Block 9,900,Read,81,A_R_Data Channel 481,,
DMA Block 9,900,Read,82,A_R_Data Channel 482,,
DMA Block 9,900,Read,83,A_R_Data Channel 483,,
DMA Block 9,900,Read,84,A_R_Data Channel 484,,
DMA Block 9,900,Read,85,A_R_Data Channel 485,,
DMA Block 9,900,Read,86,A_R_Data Channel 486,,
DMA Block 9,900,Read,87,A_R_Data Channel 487,,
DMA Block 9,900,Read,88,A_R_Data Channel 488,,
DMA Block 9,900,Read,89,A_R_Data Channel 489,,
DMA Block 9,900,Read,90,A_R_Data Channel 490,,
DMA Block 9,900,Read,91,A_R_Data Channel 491,,
DMA Block 9,900,Read,92,A_R_Data Channel 492,,
DMA Block 9,900,Read,93,A_R_Data Channel 493,,
DMA Block 9,900,Read,94,A_R_Data Channel 494,,
DMA Block 9,900,Read,95,A_R_Data Channel 495,,
DMA Block 9,900,Read,96,A_R_Data Channel 496,,
DMA Block 9,900,Read,97,A_R_Data Channel 497,,
DMA Block 9,900,Read,98,A_R_Data Channel 498,,
DMA Block 9,900,Read,99,A_R_Data Channel 499,,
