BlockName, Block Offset (Doubles), Block Direction (Read or Write), Channel Relative Offset (Doubles), Channel Name, Channel Unit, Channel Default Value (for Write Channels Only)
DMA Block 9,900,Write,22,A_W_Data Channel 422,,
DMA Block 9,900,Write,23,A_W_Data Channel 423,,
DMA Block 9,900,Write,24,A_W_Data Channel 424,,
DMA Block 9,900,Write,25,A_W_Data Channel 425,,
DMA Block 9,900,Write,26,A_W_Data Channel 426,,
DMA Block 9,900,Write,27,A_W_Data Channel 427,,
DMA Block 9,900,Write,28,A_W_Data Channel 428,,
DMA Block 9,900,Write,29,A_W_Data Channel 429,,
DMA Block 9,900,Write,30,A_W_Data Channel 430,,
DMA Block 9,900,Write,31,A_W_Data Channel 431,,
DMA Block 9,900,Write,32,A_W_Data Channel 432,,
DMA Block 9,900,Write,33,A_W_Data Channel 433,,
DMA Block 9,900,Write,34,A_W_Data Channel 434,,
DMA Block 9,900,Write,35,A_W_Data Channel 435,,
DMA Block 9,900,Write,36,A_W_Data Channel 436,,
DMA Block 9,900,Write,37,A_W_Data Channel 437,,
DMA Block 9,900,Write,38,A_W_Data Channel 438,,
DMA Block 9,900,Write,39,A_W_Data Channel 439,,
DMA Block 9,900,Write,40,A_W_Data Channel 440,,
DMA Block 9,900,Write,41,A_W_Data Channel 441,,
DMA Block 9,900,Write,42,A_W_Data Channel 442,,
DMA Block 9,900,Write,43,A_W_Data Channel 443,,
DMA Block 9,900,Write,44,A_W_Data Channel 444,,
DMA Block 9,900,Write,45,A_W_Data Channel 445,,
DMA Block 9,900,Write,46,A_W_Data Channel 446,,
DMA Block 9,900,Write,47,A_W_Data Channel 447,,
DMA Block 9,900,Write,48,A_W_Data Channel 448,,
DMA Block 9,900,Write,49,A_W_Data Channel 449,,
DMA Block 9,900,Write,50,A_W_Data Channel 450,,
DMA Block 9,900,Write,51,A_W_Data Channel 451,,
DMA Block 9,900,Write,52,A_W_Data Channel 452,,
DMA Block 9,900,Write,53,A_W_Data Channel 453,,
DMA Block 9,900,Write,54,A_W_Data Channel 454,,
DMA Block 9,900,Write,55,A_W_Data Channel 455,,
DMA Block 9,900,Write,56,A_W_Data Channel 456,,
DMA Block 9,900,Write,57,A_W_Data Channel 457,,
DMA Block 9,900,Write,58,A_W_Data Channel 458,,
DMA Block 9,900,Write,59,A_W_Data Channel 459,,
DMA Block 9,900,Write,60,A_W_Data Channel 460,,
DMA Block 9,900,Write,61,A_W_Data Channel 461,,
DMA Block 9,900,Write,62,A_W_Data Channel 462,,
DMA Block 9,900,Write,63,A_W_Data Channel 463,,
DMA Block 9,900,Write,64,A_W_Data Channel 464,,
DMA Block 9,900,Write,65,A_W_Data Channel 465,,
DMA Block 9,900,Write,66,A_W_Data Channel 466,,
DMA Block 9,900,Write,67,A_W_Data Channel 467,,
DMA Block 9,900,Write,68,A_W_Data Channel 468,,
DMA Block 9,900,Write,69,A_W_Data Channel 469,,
DMA Block 9,900,Write,70,A_W_Data Channel 470,,
DMA Block 9,900,Write,71,A_W_Data Channel 471,,
DMA Block 9,900,Write,72,A_W_Data Channel 472,,
DMA Block 9,900,Write,73,A_W_Data Channel 473,,
DMA Block 9,900,Write,74,A_W_Data Channel 474,,
DMA Block 9,900,Write,75,A_W_Data Channel 475,,
DMA Block 9,900,Write,76,A_W_Data Channel 476,,
DMA Block 9,900,Write,77,A_W_Data Channel 477,,
DMA Block 9,900,Write,78,A_W_Data Channel 478,,
DMA Block 9,900,Write,79,A_W_Data Channel 479,,
DMA Block 9,900,Write,80,A_W_Data Channel 480,,
DMA Block 9,900,Write,81,A_W_Data Channel 481,,
DMA Block 9,900,Write,82,A_W_Data Channel 482,,
DMA Block 9,900,Write,83,A_W_Data Channel 483,,
DMA Block 9,900,Write,84,A_W_Data Channel 484,,
DMA Block 9,900,Write,85,A_W_Data Channel 485,,
DMA Block 9,900,Write,86,A_W_Data Channel 486,,
DMA Block 9,900,Write,87,A_W_Data Channel 487,,
DMA Block 9,900,Write,88,A_W_Data Channel 488,,
DMA Block 9,900,Write,89,A_W_Data Channel 489,,
DMA Block 9,900,Write,90,A_W_Data Channel 490,,
DMA Block 9,900,Write,91,A_W_Data Channel 491,,
DMA Block 9,900,Write,92,A_W_Data Channel 492,,
DMA Block 9,900,Write,93,A_W_Data Channel 493,,
DMA Block 9,900,Write,94,A_W_Data Channel 494,,
DMA Block 9,900,Write,95,A_W_Data Channel 495,,
DMA Block 9,900,Write,96,A_W_Data Channel 496,,
DMA Block 9,900,Write,97,A_W_Data Channel 497,,
DMA Block 9,900,Write,98,A_W_Data Channel 498,,
DMA Block 9,900,Write,99,A_W_Data Channel 499,,
